Unnamed: 0,Unnamed: 1,Unnamed: 2,V1 Easting,V1 Northing,V1 Bottom Speed,Area
2023-09-03 16:42:11.083801088,16:42:11.083801,3518.0,419819.01818592,531020.09466151,2.34897399,South
2023-09-03 16:42:17.622800128,16:42:17.622800,3518.0,419818.7747201,531004.88398627,2.33722424,South
2023-09-03 16:42:31.500000000,16:42:31.500000,3520.0,419819.17521727,530972.3003277,2.34600733,South
2023-09-03 16:42:38.991800064,16:42:38.991800,3520.0,419819.19598956,530954.87049905,2.33374594,South
2023-09-03 16:42:50.000000000,16:42:50.000000,3521.0,419819.43818929,530928.96886102,2.35925651,South
2023-09-03 16:43:00.359800064,16:43:00.359800,3522.0,419819.3705034,530904.75528947,2.353578,South
2023-09-03 16:43:10.500000000,16:43:10.500000,3523.0,419818.93506852,530881.14614335,2.33696783,South
2023-09-03 16:43:21.728800000,16:43:21.728800,3525.0,419818.42548713,530854.91262666,2.33790627,South
2023-09-03 16:43:32.000000000,16:43:32.000000,3526.0,419817.81181422,530830.99663965,2.33047072,South
2023-09-03 16:43:39.500000000,16:43:39.500000,3526.0,419817.59794091,530813.48346368,2.33214157,South
2023-09-03 16:43:50.220798976,16:43:50.220799,3527.0,419816.91612248,530788.5011963,2.32411268,South
2023-09-03 16:44:01.000000000,16:44:01.000000,3529.0,419816.12293123,530763.31680909,2.33931879,South
2023-09-03 16:44:11.588798976,16:44:11.588799,3530.0,419815.25721602,530738.85329858,2.30986284,South
2023-09-03 16:44:22.000000000,16:44:22.000000,3531.0,419814.84526075,530714.53348199,2.32730988,South
2023-09-03 16:44:29.000000000,16:44:29.000000,3531.0,419813.85231729,530698.44036714,2.31160404,South
2023-09-03 16:44:39.500000000,16:44:39.500000,3532.0,419813.07772525,530674.06799737,2.31717447,South
2023-09-03 16:44:52.000000000,16:44:52.000000,3534.0,419812.1843157,530645.06342927,2.31822678,South
2023-09-03 16:45:02.000000000,16:45:02.000000,3535.0,419811.15548922,530621.73853151,2.32600722,South
2023-09-03 16:45:11.500000000,16:45:11.500000,3536.0,419809.83063652,530599.74255411,2.32717655,South
2023-09-03 16:45:21.000000000,16:45:21.000000,3537.0,419808.23575963,530577.73065988,2.3222798,South
2023-09-03 16:45:31.000000000,16:45:31.000000,3538.0,419806.36319114,530554.5543522,2.32611497,South
2023-09-03 16:45:40.500000000,16:45:40.500000,3538.0,419804.59598507,530532.47969476,2.33133429,South
2023-09-03 16:45:49.500000000,16:45:49.500000,3539.0,419802.88042445,530511.54711529,2.33155484,South
2023-09-03 16:46:02.000000000,16:46:02.000000,3541.0,419800.14933653,530482.45485111,2.33528891,South
2023-09-03 16:46:08.500000000,16:46:08.500000,3541.0,419798.75240082,530467.39236446,2.32517813,South
2023-09-03 16:46:22.000000000,16:46:22.000000,3543.0,419796.31947918,530435.87968822,2.34256049,South
2023-09-03 16:46:28.500000000,16:46:28.500000,3543.0,419794.89315791,530420.74425789,2.35040623,South
2023-09-03 16:46:41.000000000,16:46:41.000000,3544.0,419792.32064409,530391.95008941,2.31818126,South
2023-09-03 16:46:52.000000000,16:46:52.000000,3546.0,419789.94539971,530366.7581472,2.30071653,South
2023-09-03 16:47:02.000000000,16:47:02.000000,3547.0,419787.72670931,530344.39414879,2.26466448,South
2023-09-03 16:47:11.500000000,16:47:11.500000,3548.0,419785.29913993,530323.65730758,2.21720859,South
2023-09-03 16:47:21.000000000,16:47:21.000000,3549.0,419782.70850248,530303.04089256,2.21263649,South
2023-09-03 16:47:31.000000000,16:47:31.000000,3550.0,419780.04104895,530281.57410332,2.17585324,South
2023-09-03 16:47:41.000000000,16:47:41.000000,3551.0,419777.1598937,530259.93528076,2.18133672,South
2023-09-03 16:47:51.500000000,16:47:51.500000,3552.0,419774.0666284,530237.0928125,2.20261183,South
2023-09-03 16:48:01.500000000,16:48:01.500000,3553.0,419770.78932376,530215.05955215,2.2138437,South
