Unnamed: 0,Unnamed: 1,Unnamed: 2,V1 Easting,V1 Northing,V1 Bottom Speed,Area
2023-09-02 14:17:52.230801152,14:17:52.230801,5141.0,419054.06965043,531021.68766797,2.20026876,South
2023-09-02 14:18:07.174798848,14:18:07.174799,5143.0,419054.06604417,530988.66617978,2.20641174,South
2023-09-02 14:18:18.500000000,14:18:18.500000,5144.0,419053.35277297,530963.76847852,2.19656901,South
2023-09-02 14:18:25.500000000,14:18:25.500000,5144.0,419053.36805637,530948.19964612,2.212332,South
2023-09-02 14:18:37.524800000,14:18:37.524800,5146.0,419053.12566775,530921.60172284,2.1999562,South
2023-09-02 14:18:47.000000000,14:18:47.000000,5147.0,419053.62581176,530900.57545865,2.2184546,South
2023-09-02 14:18:56.000000000,14:18:56.000000,5147.0,419053.75521468,530881.03696454,2.1776069,South
2023-09-02 14:19:07.874799104,14:19:07.874799,5149.0,419052.72873686,530855.26662076,2.17269252,South
2023-09-02 14:19:15.461800192,14:19:15.461800,5149.0,419052.98963596,530838.56196416,2.19202795,South
2023-09-02 14:19:26.500000000,14:19:26.500000,5150.0,419052.31855299,530814.36816991,2.18645761,South
2023-09-02 14:19:37.500000000,14:19:37.500000,5152.0,419051.15357973,530790.23616231,2.18571459,South
2023-09-02 14:19:45.811800064,14:19:45.811800,5152.0,419050.90241255,530771.77871335,2.20579895,South
2023-09-02 14:19:56.500000000,14:19:56.500000,5153.0,419049.96967794,530748.1864034,2.20909689,South
2023-09-02 14:20:08.000000000,14:20:08.000000,5155.0,419048.93504168,530722.65348829,2.2084208,South
2023-09-02 14:20:16.161798912,14:20:16.161799,5155.0,419048.39495333,530704.35271466,2.22853572,South
2023-09-02 14:20:27.000000000,14:20:27.000000,5156.0,419047.46100249,530680.13497747,2.23965035,South
2023-09-02 14:20:37.000000000,14:20:37.000000,5157.0,419046.62997522,530657.80804456,2.23925803,South
2023-09-02 14:20:46.500000000,14:20:46.500000,5158.0,419045.82495649,530636.63930524,2.23823801,South
2023-09-02 14:20:58.500000000,14:20:58.500000,5160.0,419044.88649775,530609.86836931,2.23586682,South
2023-09-02 14:21:07.500000000,14:21:07.500000,5160.0,419044.44531922,530589.79241297,2.22588171,South
2023-09-02 14:21:17.500000000,14:21:17.500000,5161.0,419044.02179151,530567.54514429,2.2229725,South
2023-09-02 14:21:27.500000000,14:21:27.500000,5162.0,419043.27514099,530545.22380564,2.23419016,South
2023-09-02 14:21:37.000000000,14:21:37.000000,5163.0,419042.35479872,530524.04425356,2.23194021,South
2023-09-02 14:21:46.500000000,14:21:46.500000,5164.0,419041.37021689,530502.94798014,2.2251935,South
2023-09-02 14:21:59.000000000,14:21:59.000000,5166.0,419039.87331276,530475.13803408,2.22690464,South
2023-09-02 14:22:08.000000000,14:22:08.000000,5167.0,419038.62806981,530455.10327646,2.22573908,South
2023-09-02 14:22:17.500000000,14:22:17.500000,5167.0,419037.53700166,530433.97783014,2.2258379,South
2023-09-02 14:22:27.000000000,14:22:27.000000,5168.0,419036.44333808,530412.90566561,2.22474743,South
2023-09-02 14:22:39.500000000,14:22:39.500000,5170.0,419034.81876545,530385.1443722,2.22180038,South
2023-09-02 14:22:48.500000000,14:22:48.500000,5171.0,419033.27576523,530365.1515362,2.23385838,South
2023-09-02 14:22:58.500000000,14:22:58.500000,5172.0,419031.87087576,530343.06837008,2.2164801,South
2023-09-02 14:23:07.500000000,14:23:07.500000,5172.0,419030.4249485,530323.34807512,2.19746415,South
2023-09-02 14:23:19.500000000,14:23:19.500000,5174.0,419028.21302419,530296.9222481,2.20791425,South
2023-09-02 14:23:26.000000000,14:23:26.000000,5174.0,419026.73583655,530282.60768244,2.21828288,South
2023-09-02 14:23:36.000000000,14:23:36.000000,5175.0,419024.13361173,530260.72248194,2.21333224,South
2023-09-02 14:23:49.000000000,14:23:49.000000,5177.0,419020.63740044,530232.35541079,2.20974386,South
2023-09-02 14:23:59.000000000,14:23:59.000000,5178.0,419017.54083948,530210.58035585,2.20979125,South
2023-09-02 14:24:06.000000000,14:24:06.000000,5178.0,419015.26249199,530195.34360144,2.20960571,South
2023-09-02 14:24:19.000000000,14:24:19.000000,5180.0,419010.5422646,530167.35710548,2.181336,South
2023-09-02 14:24:29.000000000,14:24:29.000000,5181.0,419007.00903954,530145.75042557,2.18023922,South
2023-09-02 14:24:38.500000000,14:24:38.500000,5182.0,419003.66647686,530125.06077408,2.19493313,South
2023-09-02 14:24:48.000000000,14:24:48.000000,5183.0,418999.85602798,530104.42958473,2.220922,South
2023-09-02 14:24:58.000000000,14:24:58.000000,5184.0,418995.8566872,530082.75515579,2.21412191,South
2023-09-02 14:25:07.000000000,14:25:07.000000,5184.0,418992.16784491,530063.14698623,2.21130949,South
