Unnamed: 0,Unnamed: 1,Unnamed: 2,V1 Easting,V1 Northing,V1 Bottom Speed,Area
2023-09-03 03:34:07.643801088,03:34:07.643801,1282.0,407020.72376913,612889.84641291,2.15213124,North
2023-09-03 03:34:15.266798848,03:34:15.266799,1283.0,407020.94682563,612906.29824092,2.15443124,North
2023-09-03 03:34:27.000000000,03:34:27.000000,1284.0,407021.16162162,612931.63558795,2.15965781,North
2023-09-03 03:34:38.568798976,03:34:38.568799,1286.0,407021.07452334,612956.60877825,2.15542242,North
2023-09-03 03:34:46.335799040,03:34:46.335799,1286.0,407021.15030665,612973.44232775,2.16911567,North
2023-09-03 03:34:57.500000000,03:34:57.500000,1287.0,407021.32735966,612997.42518069,2.14661319,North
2023-09-03 03:35:08.500000000,03:35:08.500000,1289.0,407021.55642371,613021.16808344,2.14604064,North
2023-09-03 03:35:17.404798976,03:35:17.404799,1289.0,407021.6354689,613040.30517603,2.14874591,North
2023-09-03 03:35:28.500000000,03:35:28.500000,1291.0,407021.34671641,613063.99646021,2.12851114,North
2023-09-03 03:35:39.500000000,03:35:39.500000,1292.0,407021.53207553,613087.61329676,2.14095979,North
2023-09-03 03:35:47.000000000,03:35:47.000000,1292.0,407021.43104453,613103.63803317,2.12884803,North
2023-09-03 03:35:56.240798976,03:35:56.240799,1293.0,407021.45458303,613123.4954188,2.13288388,North
2023-09-03 03:36:07.500000000,03:36:07.500000,1294.0,407021.50626138,613147.71361376,2.14758731,North
2023-09-03 03:36:18.500000000,03:36:18.500000,1296.0,407021.47083115,613171.32369067,2.15253178,North
2023-09-03 03:36:27.309798912,03:36:27.309799,1296.0,407021.54635644,613190.10101534,2.139159,North
2023-09-03 03:36:39.000000000,03:36:39.000000,1298.0,407021.53190609,613214.97638537,2.12908941,North
2023-09-03 03:36:49.500000000,03:36:49.500000,1299.0,407021.60945548,613236.78615405,2.0783704,North
2023-09-03 03:36:56.000000000,03:36:56.000000,1299.0,407021.87416482,613249.93561591,2.04711721,North
2023-09-03 03:37:08.500000000,03:37:08.500000,1301.0,407021.60977214,613274.47837676,1.9984695,North
2023-09-03 03:37:17.500000000,03:37:17.500000,1301.0,407021.94899553,613291.30177154,1.90799796,North
2023-09-03 03:37:26.500000000,03:37:26.500000,1302.0,407022.18823632,613308.07743491,1.88436162,North
2023-09-03 03:37:36.500000000,03:37:36.500000,1303.0,407022.48657837,613326.14943732,1.8205197,North
2023-09-03 03:37:46.500000000,03:37:46.500000,1304.0,407022.93818471,613344.14674605,1.82561228,North
2023-09-03 03:37:59.500000000,03:37:59.500000,1306.0,407023.36598271,613367.23721541,1.80008177,North
2023-09-03 03:38:06.000000000,03:38:06.000000,1306.0,407023.60039219,613378.51158561,1.76364998,North
