Unnamed: 0,Unnamed: 1,Unnamed: 2,V1 Easting,V1 Northing,V1 Bottom Speed,Area
2023-09-05 20:24:00.229800960,20:24:00.229801,7333.0,421202.37616115,531021.25291472,2.34024898,South
2023-09-05 20:24:14.267800064,20:24:14.267800,7334.0,421202.2354802,530988.25760298,2.34795241,South
2023-09-05 20:24:24.500000000,20:24:24.500000,7335.0,421202.13907841,530964.19372969,2.3477714,South
2023-09-05 20:24:35.668800000,20:24:35.668800,7337.0,421202.09102488,530937.85336714,2.35855705,South
2023-09-05 20:24:42.802799104,20:24:42.802799,7337.0,421201.7638835,530921.14791327,2.35385016,South
2023-09-05 20:24:53.500000000,20:24:53.500000,7338.0,421201.26281444,530896.15973883,2.34404215,South
2023-09-05 20:25:04.203799040,20:25:04.203799,7339.0,421200.4420341,530871.13944274,2.33903507,South
2023-09-05 20:25:15.000000000,20:25:15.000000,7341.0,421199.28629677,530845.88608905,2.33532479,South
2023-09-05 20:25:25.605798912,20:25:25.605799,7342.0,421197.82499234,530821.10237476,2.33793045,South
2023-09-05 20:25:36.000000000,20:25:36.000000,7343.0,421196.4009103,530796.76741191,2.35215928,South
2023-09-05 20:25:43.000000000,20:25:43.000000,7343.0,421195.36502175,530780.51711437,2.34072417,South
2023-09-05 20:25:54.140798976,20:25:54.140799,7344.0,421193.58039825,530754.96865245,2.31456871,South
2023-09-05 20:26:05.000000000,20:26:05.000000,7346.0,421191.78317528,530730.29472896,2.29306048,South
2023-09-05 20:26:15.541799936,20:26:15.541800,7346.0,421190.07635944,530706.35929271,2.28470856,South
2023-09-05 20:26:22.675800064,20:26:22.675800,7347.0,421188.86300211,530690.09754344,2.28827492,South
2023-09-05 20:26:35.500000000,20:26:35.500000,7349.0,421186.89053278,530660.92951366,2.28948177,South
2023-09-05 20:26:45.500000000,20:26:45.500000,7350.0,421185.1506391,530638.28273937,2.27085886,South
2023-09-05 20:26:55.500000000,20:26:55.500000,7351.0,421183.44633858,530615.4736478,2.2818094,South
2023-09-05 20:27:03.000000000,20:27:03.000000,7351.0,421182.2919244,530598.51492473,2.26927483,South
2023-09-05 20:27:15.500000000,20:27:15.500000,7353.0,421180.25657575,530570.15409061,2.26833623,South
2023-09-05 20:27:25.000000000,20:27:25.000000,7354.0,421178.51813273,530548.60558673,2.26634421,South
2023-09-05 20:27:35.000000000,20:27:35.000000,7355.0,421176.69870298,530525.95821163,2.27013063,South
2023-09-05 20:27:45.000000000,20:27:45.000000,7356.0,421174.86659269,530503.26314517,2.27653743,South
2023-09-05 20:27:55.000000000,20:27:55.000000,7357.0,421172.97415786,530480.58322498,2.27519734,South
2023-09-05 20:28:04.500000000,20:28:04.500000,7357.0,421171.04054777,530459.18111774,2.26619249,South
2023-09-05 20:28:13.500000000,20:28:13.500000,7358.0,421169.232881,530438.88392421,2.263143,South
2023-09-05 20:28:26.500000000,20:28:26.500000,7360.0,421166.43603747,530409.64751598,2.26559558,South
2023-09-05 20:28:33.000000000,20:28:33.000000,7360.0,421165.0555194,530395.09224857,2.25368425,South
2023-09-05 20:28:43.000000000,20:28:43.000000,7361.0,421162.87403422,530372.67526783,2.25505327,South
2023-09-05 20:28:56.000000000,20:28:56.000000,7363.0,421159.87821966,530343.62767948,2.24159826,South
2023-09-05 20:29:05.500000000,20:29:05.500000,7364.0,421157.62686163,530322.39976085,2.24076818,South
2023-09-05 20:29:14.500000000,20:29:14.500000,7364.0,421155.46985322,530302.24270786,2.25028793,South
2023-09-05 20:29:23.500000000,20:29:23.500000,7365.0,421153.03100425,530282.19110645,2.24354809,South
2023-09-05 20:29:33.500000000,20:29:33.500000,7366.0,421150.63035518,530259.76725734,2.25607777,South
2023-09-05 20:29:43.000000000,20:29:43.000000,7367.0,421148.30916196,530238.45265354,2.25629675,South
2023-09-05 20:29:56.000000000,20:29:56.000000,7369.0,421144.88973981,530209.24367107,2.26096947,South
2023-09-05 20:30:06.000000000,20:30:06.000000,7370.0,421142.13569551,530186.81244434,2.25811484,South
2023-09-05 20:30:12.500000000,20:30:12.500000,7370.0,421140.32868677,530172.15428699,2.27420405,South
2023-09-05 20:30:25.000000000,20:30:25.000000,7372.0,421136.61819941,530144.09305156,2.27381032,South
2023-09-05 20:30:35.000000000,20:30:35.000000,7373.0,421133.76118809,530121.57939685,2.28029275,South
2023-09-05 20:30:44.500000000,20:30:44.500000,7373.0,421130.87262994,530100.3042332,2.26950387,South
2023-09-05 20:30:54.000000000,20:30:54.000000,7374.0,421127.92565781,530078.99299968,2.26856296,South
2023-09-05 20:31:06.000000000,20:31:06.000000,7376.0,421124.08952313,530052.06524433,2.2636123,South
2023-09-05 20:31:15.500000000,20:31:15.500000,7377.0,421121.0232709,530030.78386272,2.26146503,South
2023-09-05 20:31:25.000000000,20:31:25.000000,7378.0,421117.88678413,530009.49734081,2.27287814,South
2023-09-05 20:31:34.500000000,20:31:34.500000,7378.0,421114.66982394,529988.3259579,2.25881547,South
2023-09-05 20:31:44.500000000,20:31:44.500000,7379.0,421111.13726383,529966.04926838,2.25283545,South
2023-09-05 20:31:53.500000000,20:31:53.500000,7380.0,421107.86281195,529945.9844467,2.25289035,South
2023-09-05 20:32:02.500000000,20:32:02.500000,7381.0,421104.45586004,529925.85162657,2.26776383,South
2023-09-05 20:32:15.500000000,20:32:15.500000,7383.0,421099.11515322,529896.89979666,2.25839267,South
2023-09-05 20:32:25.000000000,20:32:25.000000,7384.0,421095.08408251,529875.69766921,2.26896901,South
2023-09-05 20:32:35.000000000,20:32:35.000000,7384.0,421090.81464424,529853.44970626,2.26587717,South
2023-09-05 20:32:45.000000000,20:32:45.000000,7386.0,421086.37744799,529831.19587248,2.26479139,South
2023-09-05 20:32:54.500000000,20:32:54.500000,7386.0,421082.07283821,529809.98609084,2.26994395,South
2023-09-05 20:33:05.000000000,20:33:05.000000,7388.0,421077.17632046,529786.53953284,2.27855575,South
2023-09-05 20:33:14.500000000,20:33:14.500000,7388.0,421072.70958557,529765.33988875,2.27701783,South
2023-09-05 20:33:24.500000000,20:33:24.500000,7389.0,421067.83344069,529743.12995452,2.27419666,South
2023-09-05 20:33:34.500000000,20:33:34.500000,7390.0,421062.93444767,529720.88662451,2.27318962,South
2023-09-05 20:33:44.000000000,20:33:44.000000,7391.0,421058.24096194,529699.75344199,2.27887387,South
2023-09-05 20:33:53.500000000,20:33:53.500000,7392.0,421053.36193552,529678.7843315,2.26442042,South
2023-09-05 20:34:05.500000000,20:34:05.500000,7394.0,421047.35724917,529652.12524336,2.2726072,South
2023-09-05 20:34:15.500000000,20:34:15.500000,7395.0,421042.09967318,529629.987899,2.27593964,South
2023-09-05 20:34:25.500000000,20:34:25.500000,7396.0,421036.79259815,529607.68087882,2.29460701,South
2023-09-05 20:34:35.500000000,20:34:35.500000,7397.0,421031.22816649,529585.48616904,2.29679593,South
2023-09-05 20:34:44.500000000,20:34:44.500000,7397.0,421026.05171623,529565.52466696,2.28832329,South
2023-09-05 20:34:54.500000000,20:34:54.500000,7398.0,421020.23388043,529543.24587172,2.2970472,South
2023-09-05 20:35:04.500000000,20:35:04.500000,7399.0,421014.34111872,529521.03995627,2.29705618,South
2023-09-05 20:35:14.500000000,20:35:14.500000,7400.0,421008.35745571,529498.85922421,2.30097738,South
2023-09-05 20:35:24.500000000,20:35:24.500000,7401.0,421002.28872822,529476.7271613,2.3023884,South
2023-09-05 20:35:34.500000000,20:35:34.500000,7402.0,420996.13961742,529454.6679839,2.30071231,South
