Unnamed: 0,Unnamed: 1,Unnamed: 2,V1 Easting,V1 Northing,V1 Bottom Speed,Area
2023-09-17 19:29:58.667800832,19:29:58.667801,6999.0,428671.22820974,531054.20369454,2.35459954,South
2023-09-17 19:30:12.092798976,19:30:12.092799,7000.0,428671.05219425,531022.66002197,2.35473255,South
2023-09-17 19:30:23.000000000,19:30:23.000000,7002.0,428670.89136117,530997.09534378,2.35360121,South
2023-09-17 19:30:33.231800064,19:30:33.231800,7003.0,428670.78901536,530973.06963844,2.35233645,South
2023-09-17 19:30:43.500000000,19:30:43.500000,7004.0,428670.51183847,530948.93066712,2.34728676,South
2023-09-17 19:30:51.000000000,19:30:51.000000,7004.0,428670.34743152,530931.23590203,2.35313966,South
2023-09-17 19:31:01.416800000,19:31:01.416800,7005.0,428669.73598383,530906.67111511,2.35939102,South
2023-09-17 19:31:11.500000000,19:31:11.500000,7006.0,428669.58571152,530882.98364945,2.35571859,South
2023-09-17 19:31:22.555799040,19:31:22.555799,7007.0,428669.67124345,530857.11849327,2.34466094,South
2023-09-17 19:31:33.500000000,19:31:33.500000,7009.0,428668.94274857,530831.23752518,2.35935907,South
2023-09-17 19:31:43.694798848,19:31:43.694799,7010.0,428668.10839894,530806.99615593,2.37629416,South
2023-09-17 19:31:54.000000000,19:31:54.000000,7011.0,428667.19043144,530782.43561859,2.38282703,South
2023-09-17 19:32:01.500000000,19:32:01.500000,7011.0,428666.34311333,530764.57844849,2.38565982,South
2023-09-17 19:32:11.880800000,19:32:11.880800,7012.0,428665.03877094,530739.97665138,2.37988194,South
2023-09-17 19:32:22.000000000,19:32:22.000000,7013.0,428663.54289582,530716.45266457,2.3432019,South
2023-09-17 19:32:32.000000000,19:32:32.000000,7014.0,428661.94798078,530693.44315262,2.32063562,South
2023-09-17 19:32:41.500000000,19:32:41.500000,7015.0,428660.28520157,530671.66250344,2.30740478,South
2023-09-17 19:32:53.500000000,19:32:53.500000,7017.0,428658.08115389,530644.19345398,2.29863123,South
2023-09-17 19:33:03.000000000,19:33:03.000000,7018.0,428656.35523405,530622.46346016,2.29483797,South
2023-09-17 19:33:13.000000000,19:33:13.000000,7019.0,428654.66225829,530599.48167343,2.30164208,South
2023-09-17 19:33:22.500000000,19:33:22.500000,7019.0,428652.94692785,530577.65865515,2.3043928,South
2023-09-17 19:33:32.000000000,19:33:32.000000,7020.0,428651.37332005,530555.81338499,2.30687241,South
2023-09-17 19:33:42.000000000,19:33:42.000000,7021.0,428649.72224719,530532.80981443,2.30460284,South
2023-09-17 19:33:52.000000000,19:33:52.000000,7022.0,428648.14415319,530509.80738447,2.31005867,South
2023-09-17 19:34:01.500000000,19:34:01.500000,7023.0,428646.52355809,530487.95550344,2.3079431,South
2023-09-17 19:34:12.000000000,19:34:12.000000,7024.0,428644.53980882,530463.89391706,2.30502373,South
2023-09-17 19:34:22.000000000,19:34:22.000000,7025.0,428642.57686169,530440.92146871,2.30833681,South
2023-09-17 19:34:31.500000000,19:34:31.500000,7026.0,428640.69458575,530419.10424612,2.30268786,South
2023-09-17 19:34:41.000000000,19:34:41.000000,7027.0,428638.60471792,530397.3649597,2.29566639,South
2023-09-17 19:34:53.500000000,19:34:53.500000,7029.0,428635.17753715,530368.60630224,2.31411055,South
2023-09-17 19:35:03.500000000,19:35:03.500000,7030.0,428632.36811943,530345.54376219,2.32109792,South
2023-09-17 19:35:12.500000000,19:35:12.500000,7030.0,428629.72825212,530324.85817144,2.31768152,South
2023-09-17 19:35:21.500000000,19:35:21.500000,7031.0,428626.74130077,530304.02166555,2.33557771,South
2023-09-17 19:35:31.000000000,19:35:31.000000,7032.0,428623.65591306,530282.01691053,2.33449335,South
2023-09-17 19:35:41.000000000,19:35:41.000000,7033.0,428620.40548296,530258.85384748,2.33625491,South
2023-09-17 19:35:54.000000000,19:35:54.000000,7035.0,428616.0009324,530228.55934904,2.34654209,South
2023-09-17 19:36:03.500000000,19:36:03.500000,7036.0,428612.75610013,530206.47587965,2.34290173,South
2023-09-17 19:36:13.000000000,19:36:13.000000,7037.0,428609.37974257,530184.38033102,2.35245068,South
2023-09-17 19:36:23.500000000,19:36:23.500000,7038.0,428605.72132272,530160.00591085,2.35830718,South
2023-09-17 19:36:33.000000000,19:36:33.000000,7039.0,428602.36831946,530138.10068701,2.33405617,South
2023-09-17 19:36:43.000000000,19:36:43.000000,7040.0,428598.75856022,530114.88248048,2.34404348,South
2023-09-17 19:36:52.500000000,19:36:52.500000,7040.0,428595.25446157,530092.87621103,2.34122716,South
2023-09-17 19:37:01.500000000,19:37:01.500000,7041.0,428591.85281352,530071.9940146,2.34604938,South
2023-09-17 19:37:11.500000000,19:37:11.500000,7042.0,428587.87251643,530048.75230775,2.36535179,South
2023-09-17 19:37:24.000000000,19:37:24.000000,7044.0,428582.71736459,530019.67934785,2.38047017,South
2023-09-17 19:37:30.500000000,19:37:30.500000,7044.0,428579.89240984,530004.65608011,2.36127802,South
2023-09-17 19:37:43.000000000,19:37:43.000000,7046.0,428574.51156716,529975.55730424,2.36603573,South
2023-09-17 19:37:53.000000000,19:37:53.000000,7047.0,428570.05635361,529952.28952966,2.36467792,South
2023-09-17 19:38:02.500000000,19:38:02.500000,7047.0,428565.73321728,529930.19343172,2.37564721,South
2023-09-17 19:38:12.000000000,19:38:12.000000,7048.0,428561.2443972,529908.08741174,2.38044131,South
2023-09-17 19:38:21.500000000,19:38:21.500000,7049.0,428556.79329781,529885.99108682,2.37476174,South
2023-09-17 19:38:31.500000000,19:38:31.500000,7050.0,428551.99288658,529862.7381476,2.37500552,South
2023-09-17 19:38:41.500000000,19:38:41.500000,7051.0,428547.01217036,529839.49626337,2.37929083,South
2023-09-17 19:38:54.000000000,19:38:54.000000,7053.0,428540.74512772,529810.56198297,2.36715079,South
2023-09-17 19:39:04.000000000,19:39:04.000000,7054.0,428535.53400616,529787.36775384,2.37370266,South
2023-09-17 19:39:13.500000000,19:39:13.500000,7055.0,428530.48311953,529765.29721055,2.38361739,South
