Unnamed: 0,Unnamed: 1,Unnamed: 2,V1 Easting,V1 Northing,V1 Bottom Speed,Area
2023-09-09 14:47:09.139801088,14:47:09.139801,5309.0,411127.04976228,612890.87755608,2.3768082,North
2023-09-09 14:47:22.587800064,14:47:22.587800,5310.0,411127.12962715,612922.81342911,2.37681584,North
2023-09-09 14:47:33.000000000,14:47:33.000000,5312.0,411127.38761111,612947.46349167,2.37562751,North
2023-09-09 14:47:40.500000000,14:47:40.500000,5312.0,411127.46999055,612965.15995621,2.3631282,North
2023-09-09 14:47:50.763799040,14:47:50.763799,5313.0,411127.53330503,612989.29221749,2.35584051,North
2023-09-09 14:48:04.500000000,14:48:04.500000,5315.0,411127.54609538,613020.64421868,2.29202524,North
2023-09-09 14:48:11.894799104,14:48:11.894799,5315.0,411127.50435402,613037.12166047,2.25722337,North
2023-09-09 14:48:22.500000000,14:48:22.500000,5316.0,411127.45174228,613060.36137986,2.20134854,North
2023-09-09 14:48:33.026798848,14:48:33.026799,5318.0,411127.35622548,613083.32172989,2.1932994,North
2023-09-09 14:48:43.500000000,14:48:43.500000,5319.0,411127.1947997,613105.7703936,2.17681353,North
2023-09-09 14:48:54.158798848,14:48:54.158799,5320.0,411127.05615051,613127.98321938,2.10693741,North
2023-09-09 14:49:01.201800192,14:49:01.201800,5320.0,411126.93016222,613142.8484261,2.11068171,North
2023-09-09 14:49:11.500000000,14:49:11.500000,5321.0,411126.71207945,613164.45814531,2.11959232,North
2023-09-09 14:49:22.333800192,14:49:22.333800,5322.0,411126.50797556,613186.78763406,2.07716895,North
2023-09-09 14:49:32.500000000,14:49:32.500000,5323.0,411126.36589992,613207.88281839,2.06644018,North
2023-09-09 14:49:42.500000000,14:49:42.500000,5324.0,411126.23732644,613228.58158509,2.07131501,North
2023-09-09 14:49:51.500000000,14:49:51.500000,5325.0,411126.2009899,613247.03275888,2.05304822,North
2023-09-09 14:50:04.000000000,14:50:04.000000,5327.0,411126.33629742,613272.3534147,2.02514457,North
2023-09-09 14:50:14.000000000,14:50:14.000000,5328.0,411126.16339183,613292.39354722,1.99987841,North
2023-09-09 14:50:23.500000000,14:50:23.500000,5329.0,411125.65082079,613311.48305337,2.00188175,North
2023-09-09 14:50:33.500000000,14:50:33.500000,5330.0,411125.47572711,613331.45697992,1.99839508,North
2023-09-09 14:50:43.500000000,14:50:43.500000,5331.0,411125.2983314,613351.40345018,2.00273785,North
2023-09-09 14:50:52.500000000,14:50:52.500000,5331.0,411124.94865941,613369.37355821,2.00939911,North
