,,,V1 Easting,V1 Northing,V1 Bottom Speed
Time,Time,Shot,Value (Meters),Value (Meters),Value (Units per second)
1695168003.553801,00:00:03.553801,,417979.52406193,537289.06063295,2.44245289
1695168010.585801,00:00:10.585801,,417979.46703646,537306.22691941,2.44142984
1695168024.222801,00:00:24.222801,1,417978.94398102,537339.30724931,2.42310630
1695168030.876801,00:00:30.876801,2,417978.92983134,537355.67382836,2.43657381
1695168043.748801,00:00:43.748801,3,417979.04328192,537387.41515565,2.45868969
1695168050.811801,00:00:50.811801,4,417979.13552829,537404.76438546,2.45900588
1695168064.910801,00:01:04.910801,5,417979.03430313,537439.19490838,2.44911823
1695168071.395801,00:01:11.395801,6,417978.87834945,537454.96747232,2.44103204
1695168085.549801,00:01:25.549801,7,417978.68004901,537489.38426995,2.43130566
1695168091.965801,00:01:31.965801,8,417978.55872646,537504.96565938,2.42777782
1695168105.923801,00:01:45.923801,9,417978.55223740,537539.06435323,2.43592791
1695168112.939801,00:01:52.939801,10,417978.45395935,537556.20197415,2.43689925
1695168126.598801,00:02:06.598801,12,417978.07801134,537589.58462262,2.44178148
1695168133.405801,00:02:13.405801,12,417978.04034308,537606.23238301,2.44450322
1695168146.445801,00:02:26.445801,14,417977.53553525,537637.84711194,2.42165475
1695168153.622801,00:02:33.622801,14,417977.26585496,537655.40722394,2.43032160
1695168160.531801,00:02:40.531801,15,417977.09590616,537672.40955472,2.44400192
1695168173.611801,00:02:53.611801,16,417976.66543256,537704.50434232,2.45170402
1695168180.603801,00:03:00.603801,17,417976.46195002,537721.54393506,2.44415604
1695168194.490801,00:03:14.490801,18,417976.22430940,537755.40220380,2.44119773
1695168201.117801,00:03:21.117801,19,417975.88877997,537771.54628536,2.43894819
1695168215.100801,00:03:35.100801,20,417975.28522829,537805.55488369,2.43198352
1695168222.109801,00:03:42.109801,21,417975.32045046,537822.74801037,2.43844104
1695168235.671801,00:03:55.671801,22,417975.21259603,537855.92238400,2.43970473
1695168242.070801,00:04:02.070801,23,417975.24353858,537871.58652756,2.44025144
1695168255.619801,00:04:15.619801,24,417975.34053091,537904.82027695,2.44668024
1695168262.538801,00:04:22.538801,25,417975.54250565,537921.72044441,2.44377382
1695168276.625801,00:04:36.625801,27,417975.34884324,537956.05293343,2.43537873
1695168283.384801,00:04:43.384801,27,417975.24565613,537972.61201355,2.44254082
1695168296.818801,00:04:56.818801,29,417975.36906836,538005.54004547,2.44684137
1695168303.378801,00:05:03.378801,29,417975.49249455,538021.65982315,2.45174379
1695168317.072801,00:05:17.072801,31,417975.46215455,538055.05617783,2.44107802
1695168323.538801,00:05:23.538801,31,417975.39843753,538070.79614231,2.43825726
1695168337.283801,00:05:37.283801,33,417975.17588361,538104.22313282,2.43118626
1695168344.296801,00:05:44.296801,33,417975.17275946,538121.33889172,2.43360093
1695168358.187801,00:05:58.187801,35,417975.27957824,538155.32428143,2.44362059
1695168364.844801,00:06:04.844801,35,417975.28649449,538171.56379101,2.44001912
1695168371.549801,00:06:11.549801,36,417975.16500946,538187.96078083,2.44156884
1695168385.748801,00:06:25.748801,37,417974.79452070,538222.68495914,2.44344319
1695168392.311801,00:06:32.311801,38,417974.74138026,538238.67925903,2.43829321
1695168406.005801,00:06:46.005801,39,417974.68434507,538272.09837208,2.43840405
1695168412.816801,00:06:52.816801,40,417974.67275730,538288.75457439,2.44010042
1695168426.646801,00:07:06.646801,41,417974.31106082,538322.50440655,2.44254577
1695168433.693801,00:07:13.693801,42,417974.25863478,538339.64689312,2.43822073
1695168446.894801,00:07:26.894801,43,417974.35179345,538371.75411663,2.43347020
1695168453.746801,00:07:33.746801,44,417974.37345873,538388.40359554,2.43034850
1695168467.077801,00:07:47.077801,46,417974.00694744,538420.89539776,2.43541642
1695168474.292801,00:07:54.292801,46,417974.04381761,538438.55567226,2.44081007
1695168481.438801,00:08:01.438801,47,417974.04931796,538456.04088077,2.44225904
1695168494.570801,00:08:14.570801,48,417974.01580336,538488.10944996,2.44186326
1695168501.991801,00:08:21.991801,49,417973.93368351,538506.16714725,2.43485621
1695168515.635801,00:08:35.635801,50,417973.80576471,538539.49568424,2.43949636
1695168522.468801,00:08:42.468801,51,417973.73640492,538556.08762607,2.43081928
1695168535.672801,00:08:55.672801,52,417973.63026736,538588.29081211,2.43525345
1695168542.800801,00:09:02.800801,53,417973.57153961,538605.69525013,2.43736349
1695168556.433801,00:09:16.433801,54,417973.84976622,538638.99024830,2.44017633
1695168562.953801,00:09:22.953801,55,417974.10390460,538654.98267612,2.44576305
1695168576.698801,00:09:36.698801,56,417974.30422896,538688.56265507,2.44621275
1695168583.591801,00:09:43.591801,57,417974.37022231,538705.33807049,2.43820388
1695168597.240801,00:09:57.240801,59,417974.51575457,538738.65264187,2.43782963
1695168603.833801,00:10:03.833801,59,417974.59909257,538754.79905020,2.44029960
1695168617.791801,00:10:17.791801,60,417975.06117907,538788.95886313,2.44377853
1695168624.528801,00:10:24.528801,61,417975.21715218,538805.39258276,2.44163174
1695168631.480801,00:10:31.480801,62,417975.25860806,538822.37176405,2.44225433
1695168644.898801,00:10:44.898801,63,417975.49677843,538855.07470213,2.44065796
1695168651.754801,00:10:51.754801,64,417975.51200486,538871.73893820,2.43486417
1695168665.813801,00:11:05.813801,65,417975.94172320,538906.04364477,2.43334147
1695168679.303801,00:11:19.303801,67,417976.19290421,538939.20720373,2.44971906
1695168685.853801,00:11:25.853801,67,417976.30822132,538955.24742018,2.44884641
1695168692.838801,00:11:32.838801,68,417976.36475272,538972.30820166,2.44349017
1695168705.813801,00:11:45.813801,69,417976.45841431,539003.97259031,2.43750557
1695168712.920801,00:11:52.920801,70,417976.49281083,539021.37650190,2.44420444
1695168727.038801,00:12:07.038801,71,417976.58583373,539055.83531843,2.43882386
1695168733.761801,00:12:13.761801,72,417976.64376484,539072.32090460,2.44643201
1695168747.039801,00:12:27.039801,73,417976.81367969,539104.82983480,2.44737845
1695168753.689801,00:12:33.689801,74,417976.80807210,539121.07409941,2.44322008
1695168767.780801,00:12:47.780801,75,417976.62245750,539155.52429472,2.44524528
1695168774.344801,00:12:54.344801,76,417976.56746479,539171.46738707,2.43597575
1695168788.048801,00:13:08.048801,78,417976.57817012,539204.96551024,2.44008366
1695168795.258801,00:13:15.258801,78,417976.58106098,539222.64464079,2.44295899
1695168808.333801,00:13:28.333801,80,417976.99501873,539254.66837746,2.44767384
1695168815.523801,00:13:35.523801,80,417976.97966273,539272.22840363,2.44519437
1695168829.285801,00:13:49.285801,82,417977.01632800,539305.82098633,2.44236389
1695168835.748801,00:13:55.748801,82,417977.02372141,539321.56533295,2.43786790
1695168843.112801,00:14:03.112801,83,417977.01440055,539339.48539788,2.43226867
1695168856.608801,00:14:16.608801,84,417977.09917010,539372.52347619,2.44302641
1695168863.151801,00:14:23.151801,85,417977.18177148,539388.52380807,2.44240894
1695168876.616801,00:14:36.616801,86,417977.28690019,539421.46538598,2.44694314
1695168883.407801,00:14:43.407801,87,417977.31203999,539438.05098397,2.44726930
1695168897.187801,00:14:57.187801,88,417977.14373431,539471.65559060,2.44014948
1695168904.298801,00:15:04.298801,89,417977.05647128,539488.99677331,2.43987173
1695168917.710801,00:15:17.710801,90,417976.97612181,539521.67532784,2.43392938
1695168924.695801,00:15:24.695801,91,417976.82951904,539538.70050294,2.43451541
1695168938.316801,00:15:38.316801,93,417976.61498603,539571.98768479,2.43948565
1695168945.037801,00:15:45.037801,93,417976.49880046,539588.45341927,2.44616935
1695168952.295801,00:15:52.295801,94,417976.50281939,539606.09232956,2.43703489
1695168965.273801,00:16:05.273801,95,417976.40603790,539637.68076760,2.43397248
1695168972.310801,00:16:12.310801,96,417976.36173423,539654.84811265,2.43630597
1695168986.531801,00:16:26.531801,97,417976.17864109,539689.58637864,2.44094786
1695168993.358801,00:16:33.358801,98,417976.23636385,539706.26290185,2.44114989
1695169006.873801,00:16:46.873801,99,417976.15230005,539739.31886452,2.44452175
1695169013.290801,00:16:53.290801,100,417976.08438235,539754.96650188,2.44106346
1695169027.117801,00:17:07.117801,101,417976.06260485,539788.73620098,2.44163046
1695169034.310801,00:17:14.310801,102,417976.04880866,539806.27051800,2.43960257
1695169047.945801,00:17:27.945801,103,417976.11536679,539839.54045742,2.43886839
1695169054.806801,00:17:34.806801,104,417976.09078938,539856.34586399,2.44551041
1695169068.385801,00:17:48.385801,105,417976.10874305,539889.51125019,2.44277606
1695169074.794801,00:17:54.794801,106,417976.08461197,539905.15633076,2.44242378
1695169088.897801,00:18:08.897801,107,417975.94443253,539939.50387638,2.43444829
1695169095.510801,00:18:15.510801,108,417975.78792946,539955.63530414,2.43536866
1695169108.665801,00:18:28.665801,109,417975.47653453,539987.81760853,2.44467227
1695169115.914801,00:18:35.914801,110,417975.33550565,540005.49816769,2.44220060
1695169129.876801,00:18:49.876801,111,417975.16091000,540039.55835598,2.44191993
1695169136.296801,00:18:56.296801,112,417975.17705880,540055.23238628,2.44326306
1695169150.340801,00:19:10.340801,114,417975.12181464,540089.42309444,2.43657998
1695169157.096801,00:19:17.096801,114,417975.16730974,540105.89390438,2.43700028
1695169170.401801,00:19:30.401801,116,417975.44893966,540138.46923702,2.44464057
1695169177.517801,00:19:37.517801,116,417975.49857327,540155.95331829,2.45072828
