,,,V1 Easting,V1 Northing,V1 Bottom Speed
Time,Time,Shot,Value (Meters),Value (Meters),Value (Units per second)
1694217599.299801,23:59:59.299801,,423219.87592254,535287.92620648,2.30306595
1694217606.532801,00:00:06.532801,,423220.19266427,535271.25523366,2.30409189
1694217621.084801,00:00:21.084801,1,423221.04927994,535237.65742482,2.30777168
1694217628.638801,00:00:28.638801,2,423221.52170012,535220.16781224,2.31123924
1694217642.580801,00:00:42.580801,3,423222.40321837,535187.99883641,2.31004409
1694217650.305801,00:00:50.305801,4,423223.02233300,535170.24683942,2.30554657
1694217657.228801,00:00:57.228801,5,423223.69873080,535154.33709802,2.30270541
1694217671.728801,00:01:11.728801,6,423224.81913481,535121.07640542,2.29705477
1694217679.144801,00:01:19.144801,7,423225.29488967,535104.08603181,2.29572808
1694217693.326801,00:01:33.326801,9,423226.45718918,535071.58207215,2.29473163
1694217700.560801,00:01:40.560801,9,423226.91143359,535054.94545259,2.29685155
1694217707.970801,00:01:47.970801,10,423227.17332546,535037.97597207,2.29381121
1694217722.610801,00:02:02.610801,11,423227.37854297,535004.53749932,2.28681487
1694217729.474801,00:02:09.474801,12,423227.46811057,534988.81371297,2.28940706
1694217736.807801,00:02:16.807801,13,423227.51000395,534972.04516782,2.29075749
1694217752.051801,00:02:32.051801,14,423227.42021046,534937.21907224,2.28638809
1694217758.959801,00:02:38.959801,15,423227.29073520,534921.43886937,2.28562788
1694217766.607801,00:02:46.607801,16,423227.03119074,534903.96771421,2.28362731
1694217781.244801,00:03:01.244801,17,423226.44708095,534870.29893674,2.29735052
1694217788.277801,00:03:08.277801,18,423226.29121472,534854.08127965,2.30202056
1694217802.493801,00:03:22.493801,19,423226.09829658,534821.40989163,2.29752593
1694217809.902801,00:03:29.902801,20,423226.02606486,534804.28404096,2.30350367
1694217816.755801,00:03:36.755801,21,423225.94479163,534788.40700391,2.30981943
1694217831.339801,00:03:51.339801,22,423226.02675599,534754.56403592,2.31439406
1694217838.847801,00:03:58.847801,23,423226.20519659,534737.12548879,2.31583841
1694217852.564801,00:04:12.564801,24,423226.95627817,534705.19721082,2.32229243
1694217860.150801,00:04:20.150801,25,423227.44022715,534687.55250600,2.32431513
1694217867.616801,00:04:27.616801,26,423227.79929951,534670.20112088,2.32397724
1694217881.740801,00:04:41.740801,27,423228.58205625,534637.36224225,2.32378204
1694217889.093801,00:04:49.093801,28,423229.15292343,534620.32320836,2.32130806
1694217902.970801,00:05:02.970801,29,423230.38649711,534588.27740529,2.31328942
1694217910.072801,00:05:10.072801,30,423230.86668980,534571.96692326,2.30411291
1694217917.893801,00:05:17.893801,31,423231.36524862,534553.91968015,2.30677009
1694217932.482801,00:05:32.482801,32,423232.50815075,534520.34808591,2.30510310
1694217939.761801,00:05:39.761801,33,423233.02799058,534503.62886098,2.30313424
1694217953.953801,00:05:53.953801,35,423233.62699586,534471.06074193,2.29609824
1694217960.841801,00:06:00.841801,35,423233.86637148,534455.21363404,2.30014626
1694217968.205801,00:06:08.205801,36,423234.18256738,534438.32654145,2.29727064
1694217982.983801,00:06:22.983801,37,423234.40083407,534404.28958085,2.30309443
1694217990.503801,00:06:30.503801,38,423234.26405821,534386.94563439,2.30301411
1694218004.222801,00:06:44.222801,40,423234.12970696,534355.25769756,2.30723968
1694218011.879801,00:06:51.879801,40,423233.97146259,534337.57847355,2.30849386
1694218019.107801,00:06:59.107801,41,423233.85924920,534320.89668224,2.30928709
1694218033.637801,00:07:13.637801,42,423233.78355505,534287.37664745,2.30915934
1694218040.504801,00:07:20.504801,43,423233.64183163,534271.60573624,2.30310743
1694218048.024801,00:07:28.024801,44,423233.46761172,534254.29762886,2.30455157
1694218062.349801,00:07:42.349801,45,423233.27583050,534221.39032219,2.30042800
1694218069.917801,00:07:49.917801,46,423233.08983315,534203.98276184,2.30057666
1694218084.508801,00:08:04.508801,48,423232.98947709,534170.31036423,2.30586825
1694218091.676801,00:08:11.676801,48,423232.84411455,534153.78261993,2.30398393
1694218098.754801,00:08:18.754801,49,423232.78309430,534137.43382500,2.30685724
1694218112.673801,00:08:32.673801,50,423232.64526063,534105.27489708,2.31033881
1694218120.208801,00:08:40.208801,51,423232.55837161,534087.86064957,2.31058544
1694218127.601801,00:08:47.601801,52,423232.44091878,534070.79291771,2.30854677
1694218142.001801,00:09:02.001801,53,423232.19565430,534037.47187660,2.31065633
1694218149.232801,00:09:09.232801,54,423232.11010846,534020.72055099,2.31416387
1694218163.610801,00:09:23.610801,55,423231.90777599,533987.49913834,2.30880260
1694218170.424801,00:09:30.424801,56,423231.78950032,533971.77384422,2.30889235
1694218184.723801,00:09:44.723801,58,423231.56657238,533938.71645210,2.30804854
1694218192.315801,00:09:52.315801,58,423231.51316716,533921.02964066,2.31932693
1694218199.648801,00:09:59.648801,59,423231.55640747,533903.97563509,2.32151630
1694218213.278801,00:10:13.278801,60,423231.64840315,533872.25139956,2.32490319
1694218220.954801,00:10:20.954801,61,423231.70893030,533854.44251017,2.32371671
1694218235.342801,00:10:35.342801,63,423232.15465989,533821.06999735,2.32335189
1694218242.138801,00:10:42.138801,63,423232.50025438,533805.27075915,2.32373592
1694218249.959801,00:10:49.959801,64,423232.85387953,533787.10680346,2.32102477
1694218264.103801,00:11:04.103801,66,423234.12927540,533754.25630526,2.32427218
1694218271.257801,00:11:11.257801,66,423234.85196962,533737.68182520,2.32346993
1694218278.689801,00:11:18.689801,67,423235.52886852,533720.48332743,2.31888092
1694218292.927801,00:11:32.927801,68,423237.05643376,533687.51922373,2.31940470
1694218300.422801,00:11:40.422801,69,423237.96633538,533670.18699793,2.31897091
1694218314.264801,00:11:54.264801,71,423239.58559366,533638.17499308,2.31711609
1694218321.702801,00:12:01.702801,71,423240.45277937,533621.01263956,2.31389110
1694218329.269801,00:12:09.269801,72,423241.36090215,533603.60331682,2.30909001
1694218343.671801,00:12:23.671801,73,423242.82074948,533570.49227862,2.30341855
1694218350.833801,00:12:30.833801,74,423243.50359776,533553.97829012,2.30650897
1694218357.875801,00:12:37.875801,75,423244.10119285,533537.80161051,2.30333508
1694218372.073801,00:12:52.073801,76,423245.20633330,533505.13074640,2.30155399
