,,,V1 Easting,V1 Northing,V1 Bottom Speed
Time,Time,Shot,Value (Meters),Value (Meters),Value (Units per second)
1694564336.000000,00:18:56.000000,113,421669.96898894,619129.91389813,2.08421578
1694564345.500000,00:19:05.500000,114,421689.31986289,619125.88021101,2.08369595
1694564354.596998,00:19:14.596998,114,421707.78496986,619121.83691468,2.08222853
1694564364.000000,00:19:24.000000,115,421726.82794242,619117.67808737,2.07339523
1694564373.500000,00:19:33.500000,116,421746.09607749,619113.30463852,2.07494650
1694564386.000000,00:19:46.000000,118,421771.47215324,619107.51499762,2.08545012
1694564395.500000,00:19:55.500000,119,421790.71845107,619102.99906697,2.08126771
1694564404.500000,00:20:04.500000,119,421808.91093545,619098.91732015,2.07476367
1694564414.000000,00:20:14.000000,120,421828.12316041,619094.28252591,2.07945185
1694564423.500000,00:20:23.500000,121,421847.34364991,619089.53394593,2.07964717
1694564433.000000,00:20:33.000000,122,421866.52814583,619084.58609666,2.08026711
1694564443.000000,00:20:43.000000,123,421886.66464333,619079.36096801,2.07752560
1694564455.500000,00:20:55.500000,125,421911.70827393,619072.62701263,2.07188547
1694564465.500000,00:21:05.500000,126,421931.71184830,619067.04926766,2.07395751
1694564475.500000,00:21:15.500000,127,421951.72013573,619061.71403493,2.07033180
1694564484.500000,00:21:24.500000,127,421969.74919228,619056.78536405,2.07416548
1694564493.500000,00:21:33.500000,128,421987.75634865,619051.59812392,2.08179081
1694564503.000000,00:21:43.000000,129,422006.76951317,619046.14056481,2.08414158
1694564515.500000,00:21:55.500000,131,422031.76468568,619038.99784888,2.07677131
1694564525.500000,00:22:05.500000,132,422051.86041550,619033.00219382,2.08938341
1694564535.500000,00:22:15.500000,133,422071.94612984,619027.00307120,2.09880525
1694564545.500000,00:22:25.500000,134,422091.97846703,619021.10306300,2.09041069
1694564555.500000,00:22:35.500000,135,422111.99935059,619015.02931537,2.09394140
1694564565.500000,00:22:45.500000,136,422131.96196084,619008.96980847,2.08491525
1694564575.500000,00:22:55.500000,137,422151.88239579,619002.77741613,2.08208390
1694564584.500000,00:23:04.500000,137,422169.79468445,618996.96923293,2.09116278
1694564594.000000,00:23:14.000000,138,422188.57848649,618990.83230580,2.08860434
1694564603.500000,00:23:23.500000,139,422207.28825981,618984.59061204,2.08077334
1694564613.000000,00:23:33.000000,140,422226.01597817,618978.41152917,2.07832581
1694564625.500000,00:23:45.500000,142,422250.70411522,618970.16291200,2.07775473
1694564635.500000,00:23:55.500000,143,422270.42361481,618963.26746761,2.08239372
1694564644.500000,00:24:04.500000,143,422288.16887886,618956.90037262,2.09712446
1694564654.000000,00:24:14.000000,144,422306.91535790,618950.48563777,2.09803871
1694564663.500000,00:24:23.500000,145,422325.55002243,618943.91083681,2.08212712
1694564673.000000,00:24:33.000000,146,422344.18133766,618937.19903385,2.07987625
1694564686.000000,00:24:46.000000,148,422369.75249703,618928.13031780,2.08287752
1694564693.000000,00:24:53.000000,148,422383.49079163,618923.12334835,2.08640845
1694564705.000000,00:25:05.000000,150,422406.94153244,618914.52414714,2.08177026
1694564714.000000,00:25:14.000000,150,422424.53732712,618907.92740928,2.08920522
1694564723.500000,00:25:23.500000,151,422443.12262566,618900.94942724,2.08956852
1694564734.000000,00:25:34.000000,152,422463.64667160,618893.23019039,2.08744473
1694564743.500000,00:25:43.500000,153,422482.22211106,618886.12337410,2.09837755
1694564756.000000,00:25:56.000000,155,422506.47717888,618876.80744945,2.07657793
1694564763.000000,00:26:03.000000,155,422520.04157669,618871.49299156,2.08260443
1694564776.000000,00:26:16.000000,157,422545.31238396,618861.65605747,2.09188711
1694564783.000000,00:26:23.000000,157,422558.79597027,618856.30743562,2.08090901
1694564795.500000,00:26:35.500000,159,422582.91241390,618846.58621179,2.08208237
1694564805.000000,00:26:45.000000,160,422601.32344419,618839.29650511,2.07648501
1694564814.500000,00:26:54.500000,160,422619.64048368,618831.67169919,2.08392791
1694564824.500000,00:27:04.500000,161,422638.85514433,618823.69499936,2.08220818
1694564834.000000,00:27:14.000000,162,422657.07656271,618815.98132576,2.08480394
1694564843.500000,00:27:23.500000,163,422675.23885710,618808.19678177,2.08387653
1694564856.000000,00:27:36.000000,165,422699.10354978,618797.81816067,2.08453711
1694564865.500000,00:27:45.500000,166,422717.15422613,618789.79491677,2.07812291
1694564874.500000,00:27:54.500000,166,422734.22731573,618782.14592852,2.07783271
1694564884.500000,00:28:04.500000,167,422753.17011053,618773.63711085,2.08193278
1694564894.000000,00:28:14.000000,168,422771.18866712,618765.51423277,2.08979206
1694564906.500000,00:28:26.500000,170,422794.72386915,618754.58785262,2.07607787
1694564913.000000,00:28:33.000000,170,422806.94680292,618748.98618235,2.06776116
1694564925.500000,00:28:45.500000,172,422830.51081735,618737.84174647,2.07975360
1694564934.500000,00:28:54.500000,172,422847.43091280,618729.82782568,2.08355117
1694564944.500000,00:29:04.500000,173,422866.18657953,618720.83787169,2.08474227
1694564954.500000,00:29:14.500000,174,422884.92943079,618711.81079974,2.09214993
1694564964.500000,00:29:24.500000,175,422903.60287935,618702.73791995,2.08029259
1694564974.500000,00:29:34.500000,176,422922.39723093,618693.68841948,2.08509572
1694564984.500000,00:29:44.500000,177,422941.04356462,618684.59746279,2.06848471
1694564993.500000,00:29:53.500000,178,422957.91816599,618676.15085711,2.08820856
1694565003.500000,00:30:03.500000,179,422976.64432187,618666.93010105,2.08838913
1694565013.000000,00:30:13.000000,180,422994.24109884,618657.80549301,2.09233338
1694565026.000000,00:30:26.000000,182,423018.39104123,618645.42883266,2.09310359
1694565035.000000,00:30:35.000000,183,423035.12023015,618636.95654262,2.08168882
1694565044.000000,00:30:44.000000,183,423051.69822355,618628.19655002,2.08021205
1694565053.500000,00:30:53.500000,184,423069.24947210,618618.96208061,2.08882012
1694565063.500000,00:31:03.500000,185,423087.66436811,618609.34977974,2.08017419
1694565076.000000,00:31:16.000000,187,423110.53042073,618596.78725399,2.09339019
1694565085.500000,00:31:25.500000,188,423127.86560483,618587.43853820,2.08399941
1694565094.500000,00:31:34.500000,188,423144.27858587,618578.44005550,2.07690627
1694565104.500000,00:31:44.500000,189,423162.53447385,618568.45089687,2.07714010
1694565114.500000,00:31:54.500000,190,423180.70005651,618558.12494339,2.08740086
1694565123.500000,00:32:03.500000,191,423197.11709256,618549.03255142,2.09216388
1694565133.000000,00:32:13.000000,192,423214.31305738,618539.17088569,2.10110320
1694565145.792987,00:32:25.792987,194,423237.47709890,618526.05328048,2.09198948
1694565155.500000,00:32:35.500000,195,423254.90094228,618515.94329895,2.07892665
1694565164.500000,00:32:44.500000,195,423271.13895841,618506.57911838,2.08155322
1694565173.500000,00:32:53.500000,196,423287.32333417,618497.02171386,2.08448086
1694565183.500000,00:33:03.500000,197,423305.32236333,618486.38558258,2.09425831
1694565196.000000,00:33:16.000000,199,423327.73951955,618472.99860729,2.09610440
1694565202.500000,00:33:22.500000,199,423339.34064620,618465.97189262,2.08865195
1694565215.000000,00:33:35.000000,201,423361.76094382,618452.41613414,2.09729587
1694565224.000000,00:33:44.000000,201,423377.77436774,618442.57282474,2.09838815
1694565233.500000,00:33:53.500000,202,423394.67006438,618432.32571151,2.08493886
1694565243.500000,00:34:03.500000,203,423412.39299147,618421.35915973,2.08575319
1694565256.000000,00:34:16.000000,205,423434.41612570,618407.43551948,2.08562040
1694565262.500000,00:34:22.500000,205,423445.80083983,618400.15067508,2.08133503
1694565275.000000,00:34:35.000000,207,423467.80185454,618386.12240818,2.08526865
1694565284.500000,00:34:44.500000,207,423484.48835890,618375.42336013,2.09268175
1694565293.500000,00:34:53.500000,208,423500.27246516,618365.35090377,2.07867421
1694565303.500000,00:35:03.500000,209,423517.79047244,618354.04319885,2.08295764
1694565313.680234,00:35:13.680234,210,423535.59202998,618342.52061393,2.08714070
1694565324.000000,00:35:24.000000,211,423553.51419490,618330.46689537,2.09369799
1694565333.500000,00:35:33.500000,212,423570.01384013,618319.51947429,2.08534266
1694565343.000000,00:35:43.000000,213,423586.35181849,618308.55607440,2.06883063
1694565353.000000,00:35:53.000000,214,423603.57948916,618296.80892971,2.08033921
1694565365.000000,00:36:05.000000,216,423624.12960093,618282.59385898,2.08359683
1694565375.000000,00:36:15.000000,217,423641.32225650,618270.84729698,2.08295662
1694565385.000000,00:36:25.000000,218,423658.41345828,618258.80540969,2.09319937
1694565395.000000,00:36:35.000000,219,423675.51445239,618246.88386753,2.08991347
1694565405.000000,00:36:45.000000,220,423692.47149954,618234.70822598,2.08802384
1694565415.000000,00:36:55.000000,221,423709.50030241,618222.81355550,2.07662077
1694565425.500000,00:37:05.500000,222,423727.19589339,618209.89439179,2.08291335
1694565435.500000,00:37:15.500000,223,423744.09433470,618197.68159368,2.08968627
1694565445.500000,00:37:25.500000,224,423760.81470976,618185.38298490,2.07734409
1694565455.000000,00:37:35.000000,225,423776.67206011,618173.62641026,2.07867525
1694565464.500000,00:37:44.500000,225,423792.54305086,618161.83022382,2.08330145
1694565474.000000,00:37:54.000000,226,423808.26741801,618149.84177091,2.08719423
1694565483.000000,00:38:03.000000,227,423823.20616160,618138.43312432,2.09453349
1694565495.500000,00:38:15.500000,229,423843.86665163,618122.68273427,2.08136973
1694565502.000000,00:38:22.000000,229,423854.49033556,618114.26873757,2.08436227
1694565514.500000,00:38:34.500000,230,423875.10949335,618098.19689347,2.09427260
1694565524.000000,00:38:44.000000,231,423890.70500574,618085.98636701,2.08473629
1694565534.000000,00:38:54.000000,232,423906.95409403,618072.93923738,2.08546276
1694565546.000000,00:39:06.000000,234,423926.49757586,618057.30366017,2.08754199
1694565555.000000,00:39:15.000000,235,423941.08931170,618045.53261830,2.08535552
1694565564.500000,00:39:24.500000,235,423956.46146593,618033.05564954,2.08191720
1694565574.000000,00:39:34.000000,236,423971.86030779,618020.57061460,2.09027718
1694565584.000000,00:39:44.000000,237,423987.96962748,618007.31286027,2.08416243
1694565594.000000,00:39:54.000000,238,424004.10103617,617994.07558419,2.08597095
1694565604.000000,00:40:04.000000,239,424020.12583616,617980.75663072,2.08630004
1694565614.000000,00:40:14.000000,240,424036.07929399,617967.34672243,2.08483744
1694565624.000000,00:40:24.000000,241,424052.01664045,617953.89183599,2.08300184
1694565634.000000,00:40:34.000000,242,424067.97203519,617940.40007955,2.09001974
1694565643.500000,00:40:43.500000,243,424083.13046911,617927.81747801,2.06939740
1694565653.500000,00:40:53.500000,244,424099.02137163,617914.12828237,2.09090388
1694565663.679899,00:41:03.679899,245,424115.22683885,617900.31775171,2.09710848
1694565674.000000,00:41:14.000000,246,424131.42123392,617886.15042478,2.09052024
1694565683.500000,00:41:23.500000,247,424146.33517244,617873.01735098,2.09575986
1694565693.000000,00:41:33.000000,248,424161.24107435,617859.93914587,2.09293940
1694565706.000000,00:41:46.000000,250,424181.58037641,617841.80940229,2.09882428
1694565713.000000,00:41:53.000000,250,424192.42710950,617832.09661562,2.08316991
1694565723.000000,00:42:03.000000,251,424207.90394571,617818.07882578,2.09706153
1694565735.500000,00:42:15.500000,253,424227.08157518,617800.59409410,2.08326812
1694565744.500000,00:42:24.500000,253,424240.80268838,617787.92201502,2.08055888
1694565754.000000,00:42:34.000000,254,424255.26194170,617774.40156633,2.08782503
1694565766.500000,00:42:46.500000,256,424274.28324678,617756.62958414,2.08800068
1694565773.000000,00:42:53.000000,256,424284.14660814,617747.18947775,2.10322686
1694565783.000000,00:43:03.000000,257,424299.26629522,617732.88344461,2.08769140
1694565795.600332,00:43:15.600332,259,424318.17316892,617714.49269945,2.10513861
1694565806.500000,00:43:26.500000,260,424334.43311368,617698.65802685,2.08924017
1694565816.500000,00:43:36.500000,261,424349.30415784,617683.97202222,2.09186011
1694565825.500000,00:43:45.500000,261,424362.63957464,617670.75939576,2.08780783
1694565834.500000,00:43:54.500000,262,424376.00581991,617657.65744034,2.07593079
1694565844.500000,00:44:04.500000,263,424390.74515401,617642.91642586,2.08704807
1694565857.000000,00:44:17.000000,265,424409.02710210,617624.49855630,2.07289804
1694565863.500000,00:44:23.500000,265,424418.55262433,617614.87593857,2.08107021
1694565876.000000,00:44:36.000000,267,424436.84172689,617596.32756058,2.08078390
1694565885.500000,00:44:45.500000,267,424450.67177163,617582.15542618,2.08082669
1694565894.500000,00:44:54.500000,268,424463.70356523,617568.60608975,2.08544465
1694565904.500000,00:45:04.500000,269,424478.24267923,617553.60618893,2.09095947
1694565917.000000,00:45:17.000000,271,424496.13186227,617534.58385007,2.09485903
1694565926.000000,00:45:26.000000,272,424509.02819215,617520.95657174,2.08990859
1694565935.500000,00:45:35.500000,272,424522.56119882,617506.44005028,2.08902337
1694565945.000000,00:45:45.000000,273,424535.98553335,617491.83932797,2.08706969
1694565955.000000,00:45:55.000000,274,424550.05386793,617476.39536778,2.09038515
1694565965.000000,00:46:05.000000,275,424564.08038007,617460.96715466,2.08729940
1694565975.500000,00:46:15.500000,276,424578.67397367,617444.58972470,2.09428466
1694565985.000000,00:46:25.000000,277,424591.94031583,617429.97844903,2.07782313
1694565994.500000,00:46:34.500000,278,424605.09233915,617415.16751401,2.08444101
1694566004.500000,00:46:44.500000,279,424618.97927603,617399.60729372,2.08211445
1694566014.500000,00:46:54.500000,280,424632.79140219,617384.00725328,2.09049836
1694566024.000000,00:47:04.000000,281,424645.93147216,617369.28763925,2.08438753
1694566034.500000,00:47:14.500000,282,424660.37200293,617352.89026033,2.08312337
1694566047.500000,00:47:27.500000,284,424678.10407576,617332.25460397,2.10106142
1694566056.500000,00:47:36.500000,285,424690.37835440,617318.08718740,2.09069286
1694566066.000000,00:47:46.000000,286,424703.31576953,617303.04319059,2.08795483
1694566076.000000,00:47:56.000000,287,424716.90734324,617287.04390680,2.09956798
1694566085.000000,00:48:05.000000,287,424728.96182856,617272.63474523,2.09093301
1694566094.500000,00:48:14.500000,288,424741.65003428,617257.41947137,2.08869271
1694566107.500000,00:48:27.500000,290,424758.87175402,617236.56097757,2.08355898
1694566116.500000,00:48:36.500000,291,424770.80050215,617222.10050355,2.08668925
1694566125.500000,00:48:45.500000,291,424782.64508948,617207.51369249,2.08692791
1694566135.000000,00:48:55.000000,292,424794.94789824,617192.19385301,2.06570250
1694566144.500000,00:49:04.500000,293,424807.32708869,617176.65015184,2.09083732
1694566156.500000,00:49:16.500000,295,424822.76991496,617157.06096231,2.08020699
1694566166.500000,00:49:26.500000,296,424835.66494403,617140.74714624,2.08709700
1694566176.000000,00:49:36.000000,297,424847.69254050,617125.04275476,2.08376001
1694566185.500000,00:49:45.500000,297,424859.76973662,617109.37041055,2.08292835
1694566195.000000,00:49:55.000000,298,424871.83526072,617093.68047105,2.08279429
1694566204.500000,00:50:04.500000,299,424883.73938677,617077.81845283,2.09427583
1694566215.000394,00:50:15.000394,300,424896.92653677,617060.44269561,2.08775357
1694566225.500000,00:50:25.500000,301,424909.92222235,617042.84161758,2.08262592
1694566238.500000,00:50:38.500000,303,424926.15821669,617021.09418678,2.08854294
1694566247.500000,00:50:47.500000,304,424937.24596522,617005.91628742,2.09192011
1694566257.500000,00:50:57.500000,305,424949.57224390,616989.10842800,2.08237771
1694566266.500000,00:51:06.500000,305,424960.55921480,616973.81907939,2.08808952
1694566275.500000,00:51:15.500000,306,424971.63890192,616958.56990242,2.09571839
1694566285.500000,00:51:25.500000,307,424983.72320196,616941.51479148,2.09251109
1694566298.000000,00:51:38.000000,309,424998.81826899,616920.15704536,2.09695225
1694566307.500000,00:51:47.500000,310,425010.28786776,616903.90255737,2.09858095
1694566317.500000,00:51:57.500000,311,425022.15813658,616886.76564407,2.08407722
1694566326.500000,00:52:06.500000,311,425032.87676451,616871.23892879,2.09189022
1694566335.500000,00:52:15.500000,312,425043.57086680,616855.74812698,2.09619730
1694566345.500000,00:52:25.500000,313,425055.23141978,616838.44433593,2.09605632
1694566358.500000,00:52:38.500000,315,425070.33282301,616816.00428962,2.08714670
1694566365.000000,00:52:45.000000,315,425077.82109663,616804.75464916,2.08242225
1694566377.500000,00:52:57.500000,317,425092.11189863,616783.01689434,2.07665765
1694566386.500000,00:53:06.500000,317,425102.34646055,616767.20797061,2.08920378
1694566395.500000,00:53:15.500000,318,425112.66758749,616751.61511230,2.07448133
1694566405.500000,00:53:25.500000,319,425123.72914141,616733.83687140,2.09348801
1694566418.500000,00:53:38.500000,321,425138.28073233,616711.03408362,2.08908419
1694566427.500000,00:53:47.500000,322,425148.28659933,616695.27559306,2.08043979
1694566437.500000,00:53:57.500000,323,425159.29100340,616677.65387942,2.07767298
1694566446.500000,00:54:06.500000,323,425169.19480341,616661.70721366,2.08444661
1694566455.500000,00:54:15.500000,324,425179.03133600,616645.76274611,2.08506815
1694566465.500000,00:54:25.500000,325,425189.97782915,616628.00917174,2.08598044
1694566478.000000,00:54:38.000000,327,425203.59601610,616605.69179465,2.09139043
1694566487.500000,00:54:47.500000,328,425213.93401163,616588.72711303,2.08979121
1694566497.500000,00:54:57.500000,329,425224.73860662,616570.77050902,2.09338982
1694566506.500000,00:55:06.500000,329,425234.52321642,616554.78163459,2.08685135
1694566515.500000,00:55:15.500000,330,425244.25929373,616538.74408843,2.08721313
1694566528.000000,00:55:28.000000,332,425257.43373602,616516.04823424,2.10146478
1694566538.000000,00:55:38.000000,333,425267.99047010,616498.09715201,2.09577267
1694566547.500000,00:55:47.500000,334,425277.98518961,616481.01982619,2.08095144
1694566557.000000,00:55:57.000000,335,425287.78647154,616463.73642661,2.08807068
1694566566.500000,00:56:06.500000,335,425297.50853270,616446.36881759,2.09593110
1694566575.500000,00:56:15.500000,336,425306.68746107,616429.99104621,2.09431399
1694566587.500000,00:56:27.500000,338,425318.77580374,616408.11589743,2.08052542
1694566597.500000,00:56:37.500000,339,425328.77736872,616389.88564612,2.07897456
1694566607.000000,00:56:47.000000,340,425338.16859507,616372.39924956,2.08140423
1694566617.000000,00:56:57.000000,341,425347.95666193,616353.89091063,2.09534120
1694566627.000000,00:57:07.000000,342,425357.83511423,616335.56512213,2.08369920
1694566637.000000,00:57:17.000000,343,425367.46573901,616317.01358176,2.09366654
1694566646.500000,00:57:26.500000,343,425376.61312270,616299.45992613,2.08695274
1694566656.500000,00:57:36.500000,344,425386.25107455,616280.98887396,2.08719923
1694566665.500000,00:57:45.500000,345,425394.80336356,616264.31425620,2.08354809
1694566674.500000,00:57:54.500000,346,425403.31444144,616247.59289504,2.08245290
1694566687.500000,00:58:07.500000,348,425415.44064974,616223.30372954,2.09088370
1694566697.500000,00:58:17.500000,349,425424.82170462,616204.73949194,2.07982030
1694566708.000000,00:58:28.000000,350,425434.43408465,616184.95460654,2.10141378
1694566718.000000,00:58:38.000000,351,425443.55833220,616166.26368094,2.08627859
1694566727.500000,00:58:47.500000,351,425452.13878226,616148.42744208,2.08782717
1694566737.500000,00:58:57.500000,352,425461.07077097,616129.68120528,2.07986585
1694566747.500000,00:59:07.500000,353,425469.98224139,616110.91417456,2.07921093
