,,,V1 Easting,V1 Northing,V1 Bottom Speed
1693725106.000000,07:11:46.000000,99,419846.43733274,611761.79127217,2.47679935
1693725115.500000,07:11:55.500000,99,419846.33463314,611738.55430012,2.44395084
1693725122.500000,07:12:02.500000,100,419846.48968252,611721.12954694,2.47581939
1693725135.283801,07:12:15.283801,101,419846.09801989,611689.64107304,2.46933774
1693725141.848801,07:12:21.848801,102,419846.30625718,611673.42946988,2.47004742
1693725156.095801,07:12:36.095801,103,419846.31305405,611638.29666119,2.46625458
1693725162.486801,07:12:42.486801,104,419846.57762336,611622.30971318,2.48372390
1693725176.143801,07:12:56.143801,105,419846.60974928,611588.42544728,2.48658389
1693725182.932801,07:13:02.932801,106,419847.00499770,611571.59241467,2.48509432
1693725195.822801,07:13:15.822801,107,419847.23865118,611539.83660107,2.46879939
1693725202.947801,07:13:22.947801,108,419847.67223528,611522.12361508,2.47848233
1693725216.198801,07:13:36.198801,109,419847.91353897,611489.27499371,2.47957049
1693725223.285801,07:13:43.285801,110,419848.15808223,611471.64865094,2.48022342
1693725236.462801,07:13:56.462801,111,419848.33140568,611438.86847287,2.48528849
1693725243.425801,07:14:03.425801,112,419848.54827182,611421.52539807,2.48728941
1693725256.633801,07:14:16.633801,113,419848.78547802,611388.81710034,2.47785410
1693725262.851801,07:14:22.851801,114,419848.94611035,611373.37225705,2.47966207
1693725276.671801,07:14:36.671801,115,419849.42279078,611339.12413769,2.48143694
1693725283.326801,07:14:43.326801,116,419849.79196425,611322.57130604,2.48439288
1693725296.895801,07:14:56.895801,117,419851.51386220,611288.91355687,2.48587535
1693725303.935801,07:15:03.935801,118,419852.19294639,611271.33020573,2.49353615
1693725316.686801,07:15:16.686801,119,419853.61130005,611239.29758564,2.50102016
1693725323.477801,07:15:23.477801,120,419854.93823260,611221.92448917,2.52867925
1693725336.177801,07:15:36.177801,121,419856.50929945,611189.96332088,2.51425470
1693725343.371801,07:15:43.371801,122,419857.91715162,611171.92992702,2.50943807
1693725356.818801,07:15:56.818801,123,419859.16788905,611138.24136272,2.50110171
1693725363.120801,07:16:03.120801,124,419860.15251958,611122.33223739,2.51205716
1693725376.602801,07:16:16.602801,125,419861.24445104,611088.47914902,2.51132706
1693725382.766801,07:16:22.766801,126,419861.53439244,611073.08306518,2.50320963
1693725396.733801,07:16:36.733801,127,419862.22670426,611038.07888428,2.50069142
1693725403.154801,07:16:43.154801,128,419862.42879600,611021.80089966,2.52049257
1693725416.028801,07:16:56.028801,129,419863.01528646,610989.53170791,2.50809630
1693725422.653801,07:17:02.653801,130,419863.48442383,610972.76340690,2.51898238
1693725435.531801,07:17:15.531801,131,419863.58169913,610939.68790260,2.55024906
1693725442.046801,07:17:22.046801,132,419863.66891313,610922.74213615,2.56497233
1693725454.940801,07:17:34.940801,133,419863.97459862,610889.26063362,2.57781503
1693725461.169801,07:17:41.169801,134,419864.24026856,610873.21758667,2.57143442
1693725474.920801,07:17:54.920801,135,419864.88766244,610838.44963852,2.54465570
1693725481.697801,07:18:01.697801,136,419865.44490776,610821.25539413,2.54591381
1693725494.567801,07:18:14.567801,137,419866.18216083,610789.09033218,2.51879336
1693725500.812801,07:18:20.812801,138,419867.10425475,610773.41085068,2.52142761
1693725514.910801,07:18:34.910801,139,419868.02649160,610738.13937113,2.50919261
1693725527.596801,07:18:47.596801,141,419869.36781569,610706.26561663,2.51435366
1693725534.497801,07:18:54.497801,141,419870.06193473,610688.96988413,2.50542675
1693725548.183801,07:19:08.183801,143,419872.63113119,610654.68703577,2.50811187
1693725554.446801,07:19:14.446801,143,419873.67041792,610639.05303499,2.50843689
1693725567.657801,07:19:27.657801,145,419875.95902623,610606.00884554,2.50416169
1693725574.517801,07:19:34.517801,145,419876.94515933,610588.69863245,2.51425562
1693725587.866801,07:19:47.866801,147,419878.87548770,610555.14087412,2.50981580
1693725594.495801,07:19:54.495801,147,419880.00600221,610538.46004412,2.51696290
1693725607.539801,07:20:07.539801,149,419881.57900216,610505.85669252,2.50549090
1693725614.591801,07:20:14.591801,149,419882.76724400,610488.21103212,2.50638905
1693725627.726801,07:20:27.726801,151,419883.63103678,610455.47681734,2.49927136
1693725634.299801,07:20:34.299801,151,419884.13524975,610439.05191919,2.50005760
1693725647.497801,07:20:47.497801,153,419884.42015295,610406.03067896,2.50356026
1693725653.766801,07:20:53.766801,153,419884.42406798,610390.36895582,2.49857830
1693725661.037801,07:21:01.037801,154,419884.66177872,610372.19817945,2.49141981
1693725674.505801,07:21:14.505801,155,419885.49140492,610338.46374342,2.49786789
1693725687.774801,07:21:27.774801,157,419886.32182351,610306.00132963,2.46605235
1693725695.086801,07:21:35.086801,157,419886.38084272,610288.25716040,2.45858776
1693725701.853801,07:21:41.853801,158,419886.00423882,610272.01724455,2.43282947
1693725715.754801,07:21:55.754801,159,419885.81544536,610237.90611251,2.45455466
1693725722.221801,07:22:02.221801,160,419885.26912379,610221.99372848,2.45821572
1693725735.433801,07:22:15.433801,161,419884.98000511,610189.36629851,2.46454023
1693725741.812801,07:22:21.812801,162,419884.77622762,610173.66185172,2.46176841
1693725755.765801,07:22:35.765801,163,419884.33835605,610139.09311469,2.46907119
1693725762.836801,07:22:42.836801,164,419884.23056564,610121.58827765,2.46801431
1693725775.638801,07:22:55.638801,165,419884.23490178,610089.76200088,2.47832191
1693725782.489801,07:23:02.489801,166,419884.34091579,610072.92043288,2.46322301
1693725796.398801,07:23:16.398801,167,419884.78161963,610038.40451797,2.47784564
1693725803.171801,07:23:23.171801,168,419884.76274867,610021.64673980,2.47823617
1693725815.814801,07:23:35.814801,169,419884.74711153,609990.38080390,2.47071590
1693725823.086801,07:23:43.086801,170,419884.93149637,609972.23604377,2.48432022
1693725836.283801,07:23:56.283801,171,419884.70554547,609939.33819755,2.48820842
1693725843.182801,07:24:03.182801,172,419884.85246460,609922.14565070,2.48860053
1693725856.658801,07:24:16.658801,173,419885.20196976,609888.65304358,2.48466057
1693725863.231801,07:24:23.231801,174,419885.26117408,609872.34540542,2.48163701
1693725876.980801,07:24:36.980801,175,419885.93799829,609838.25769790,2.47717338
1693725883.376801,07:24:43.376801,176,419885.83148209,609822.32181533,2.48481065
1693725897.327801,07:24:57.327801,178,419886.15278123,609787.95355590,2.47409539
1693725903.590801,07:25:03.590801,178,419886.24338317,609772.63598521,2.46234378
1693725917.488801,07:25:17.488801,180,419886.07721751,609738.56195515,2.45213113
1693725924.170801,07:25:24.170801,180,419886.23897622,609721.99787587,2.46382492
1693725937.577801,07:25:37.577801,182,419886.08498416,609689.06094426,2.46093108
1693725944.656801,07:25:44.656801,182,419885.94703003,609671.70027798,2.45611546
1693725957.710801,07:25:57.710801,184,419886.10609751,609639.75227612,2.44988229
1693725964.995801,07:26:04.995801,184,419886.04914257,609621.90392369,2.44956478
1693725971.632801,07:26:11.632801,185,419886.14763067,609605.61222905,2.45143842
1693725985.365801,07:26:25.365801,186,419886.42740295,609571.87479848,2.45199727
1693725991.900801,07:26:31.900801,187,419886.45696694,609555.81051892,2.45259048
1693726005.612801,07:26:45.612801,188,419886.35628733,609522.15259808,2.44728735
1693726012.446801,07:26:52.446801,189,419886.08608031,609505.31016034,2.45182299
1693726025.949801,07:27:05.949801,190,419886.26538996,609471.88418072,2.46228906
1693726032.757801,07:27:12.757801,191,419885.77951230,609455.08565968,2.46325326
1693726045.531801,07:27:25.531801,192,419885.50223197,609423.40938252,2.47521851
1693726052.670801,07:27:32.670801,193,419885.32798944,609405.83279103,2.46425552
1693726066.338801,07:27:46.338801,194,419884.44074051,609371.95530385,2.47133268
1693726073.288801,07:27:53.288801,195,419884.45953720,609354.69104642,2.47846422
1693726086.055801,07:28:06.055801,196,419884.46805338,609323.08730763,2.47548470
1693726093.244801,07:28:13.244801,197,419884.30729125,609305.22945660,2.48310861
1693726106.232801,07:28:26.232801,198,419884.29536327,609273.14102048,2.46736002
1693726112.966801,07:28:32.966801,199,419884.31215924,609256.45330854,2.47269926
1693726126.994801,07:28:46.994801,200,419884.53690942,609221.85520597,2.47174115
1693726133.626801,07:28:53.626801,201,419884.66133766,609205.61600537,2.45734650
1693726147.230801,07:29:07.230801,203,419884.85934344,609172.12876554,2.45969490
1693726154.205801,07:29:14.205801,203,419884.91195290,609155.04776235,2.45637501
1693726167.408801,07:29:27.408801,204,419885.33932300,609123.15718312,2.43203847
1693726174.551801,07:29:34.551801,205,419885.50472209,609105.90559621,2.42540366
1693726181.604801,07:29:41.604801,206,419885.24756363,609088.86451955,2.42265289
1693726195.107801,07:29:55.107801,207,419885.62923232,609056.39854283,2.41102247
1693726202.758801,07:30:02.758801,208,419885.79925670,609038.04734464,2.40931199
1693726216.139801,07:30:16.139801,209,419885.85367109,609005.94311185,2.39768404
1693726223.267801,07:30:23.267801,210,419885.93482975,608988.67498059,2.40900126
1693726236.905801,07:30:36.905801,211,419885.92449220,608955.65921063,2.41860534
1693726244.143801,07:30:44.143801,212,419885.68285303,608938.18223233,2.41467394
1693726257.412801,07:30:57.412801,214,419885.44968089,608905.94424100,2.41965993
1693726264.045801,07:31:04.045801,214,419885.42964321,608889.79685254,2.42427051
1693726271.338801,07:31:11.338801,215,419885.32488175,608872.11387296,2.41967641
1693726284.986801,07:31:24.986801,216,419885.07820264,608839.03238721,2.41953841
1693726291.851801,07:31:31.851801,217,419884.98906237,608822.40714307,2.42087971
1693726305.575801,07:31:45.575801,218,419884.88924040,608789.16543241,2.41952788
1693726312.321801,07:31:52.321801,219,419884.84502879,608772.80713710,2.41791597
1693726325.719801,07:32:05.719801,220,419885.19048241,608740.18741664,2.42543512
1693726333.205801,07:32:13.205801,221,419885.61082318,608721.98408564,2.42571082
1693726346.757801,07:32:26.757801,222,419886.32725289,608689.01962336,2.43171568
1693726353.671801,07:32:33.671801,223,419886.37471153,608672.32249316,2.42156279
1693726367.369801,07:32:47.369801,225,419886.84709077,608639.14621981,2.41863689
1693726374.035801,07:32:54.035801,225,419887.07631608,608622.98855456,2.42196216
1693726380.958801,07:33:00.958801,226,419887.25286562,608606.22730693,2.42338158
1693726395.171801,07:33:15.171801,227,419887.57244719,608571.90132579,2.41640298
1693726401.834801,07:33:21.834801,228,419887.64646543,608555.85564669,2.41523830
1693726415.951801,07:33:35.951801,229,419888.18786724,608521.87940081,2.40915691
1693726422.772801,07:33:42.772801,230,419888.75294132,608505.30850276,2.42160464
1693726435.851800,07:33:55.851800,231,419889.17174755,608473.79643496,2.41545887
1693726442.785800,07:34:02.785800,232,419889.98210601,608457.02999552,2.41617131
1693726457.581801,07:34:17.581801,234,419890.65446721,608421.49736842,2.40654364
1693726464.104801,07:34:24.104801,234,419890.80029163,608405.84023341,2.40081859
1693726471.473801,07:34:31.473801,235,419890.89206367,608388.08184298,2.40669219
1693726485.389801,07:34:45.389801,236,419890.97456209,608354.68108233,2.40141628
1693726492.226801,07:34:52.226801,237,419891.11954778,608338.28978404,2.40123897
1693726506.246801,07:35:06.246801,238,419890.95671786,608304.66075572,2.39987772
1693726512.878801,07:35:12.878801,239,419891.37896101,608288.55772953,2.41330663
1693726525.983800,07:35:25.983800,240,419891.80620648,608257.02859096,2.40406616
1693726532.849800,07:35:32.849800,241,419891.99212743,608240.47797184,2.41266341
1693726539.811800,07:35:39.811800,242,419892.16354631,608223.74317340,2.40809147
1693726553.643800,07:35:53.643800,243,419892.17609871,608190.46421604,2.40318343
1693726560.486800,07:36:00.486800,244,419892.03035162,608173.91226558,2.41055782
1693726574.317800,07:36:14.317800,245,419891.60293458,608140.45994548,2.41387810
1693726581.171800,07:36:21.171800,246,419891.49732646,608123.84357624,2.42271099
1693726594.924800,07:36:34.924800,247,419891.43485437,608090.62243442,2.41504340
1693726601.880800,07:36:41.880800,248,419891.29832722,608073.79350833,2.41514921
1693726615.706800,07:36:55.706800,249,419890.83800743,608040.31014041,2.41975302
1693726623.488801,07:37:03.488801,250,419891.09545813,608021.41355304,2.42369122
1693726636.757801,07:37:16.757801,251,419891.02127816,607989.22937183,2.42580059
1693726644.134801,07:37:24.134801,252,419890.97906161,607971.29087238,2.42961335
1693726657.786801,07:37:37.786801,254,419890.42697418,607938.50634174,2.40866828
1693726664.438801,07:37:44.438801,254,419890.69066725,607922.50498180,2.40529729
1693726671.611801,07:37:51.611801,255,419891.08662877,607905.22011737,2.41451066
1693726685.764801,07:38:05.764801,256,419890.61386699,607871.56539325,2.38913254
1693726692.559801,07:38:12.559801,257,419891.31108374,607855.23965816,2.39940713
1693726705.931801,07:38:25.931801,258,419891.52074156,607823.37598972,2.39405209
1693726713.067801,07:38:33.067801,259,419891.86716312,607806.25544163,2.39635265
1693726726.669801,07:38:46.669801,260,419891.74752222,607773.52358051,2.40205528
1693726734.078801,07:38:54.078801,261,419891.72640269,607755.68675991,2.40358184
1693726741.125801,07:39:01.125801,262,419891.73429501,607738.86301227,2.39336230
1693726755.436801,07:39:15.436801,263,419891.64683578,607704.90838810,2.37938576
1693726762.147801,07:39:22.147801,264,419891.65960903,607689.04686638,2.37537783
1693726776.206801,07:39:36.206801,265,419891.76653643,607655.83023735,2.36592820
1693726783.578801,07:39:43.578801,266,419891.51882046,607638.36133285,2.36732822
1693726797.157801,07:39:57.157801,268,419891.05353892,607605.87641617,2.38546091
1693726803.963801,07:40:03.963801,268,419890.72844216,607589.74090858,2.37828023
1693726811.680801,07:40:11.680801,269,419890.11243704,607571.49248405,2.36855328
1693726825.259801,07:40:25.259801,270,419889.50769809,607539.25694557,2.36674989
1693726832.662801,07:40:32.662801,271,419889.15103948,607521.54952713,2.37907659
1693726846.655801,07:40:46.655801,272,419888.27343714,607488.20830246,2.37949572
1693726853.502801,07:40:53.502801,273,419888.20337535,607471.92700287,2.37630671
1693726867.357801,07:41:07.357801,275,419888.03274381,607438.88191696,2.38425581
1693726874.320801,07:41:14.320801,275,419887.63469711,607422.26012703,2.38704208
1693726881.623801,07:41:21.623801,276,419887.74027646,607404.99590393,2.37320849
1693726895.677801,07:41:35.677801,277,419887.60889215,607372.06193634,2.34356571
1693726902.784801,07:41:42.784801,278,419887.72597456,607355.21490189,2.35971707
1693726916.583801,07:41:56.583801,279,419887.92091017,607322.71737222,2.36296941
1693726924.127801,07:42:04.127801,280,419887.78762752,607305.07189874,2.36025121
1693726938.187801,07:42:18.187801,282,419888.35094947,607272.15360574,2.35514073
1693726945.134801,07:42:25.134801,282,419888.59727174,607255.95871095,2.34193721
1693726951.850801,07:42:31.850801,283,419888.93282980,607240.09386377,2.35145467
1693726966.302801,07:42:46.302801,284,419889.46728730,607205.99577646,2.35593739
1693726972.988801,07:42:52.988801,285,419889.91925985,607190.28408842,2.35152704
1693726987.057801,07:43:07.057801,286,419890.45750618,607157.12963896,2.34996057
1693726994.495801,07:43:14.495801,287,419890.99042559,607139.70306043,2.34008556
1693727001.878801,07:43:21.878801,288,419891.38722435,607122.34285574,2.34334528
1693727016.159801,07:43:36.159801,289,419891.90781704,607088.55876379,2.36435277
1693727022.824801,07:43:42.824801,290,419892.05453040,607072.82526903,2.36250750
1693727037.341801,07:43:57.341801,291,419891.95629946,607038.58227663,2.36013391
1693727044.201801,07:44:04.201801,292,419892.05549081,607022.36284189,2.36031522
1693727058.108801,07:44:18.108801,294,419892.06544302,606989.22192697,2.37434184
1693727064.807801,07:44:24.807801,294,419891.89647513,606973.31904821,2.36848913
1693727071.955801,07:44:31.955801,295,419892.09655529,606956.22050695,2.37441080
1693727086.433801,07:44:46.433801,296,419891.83639910,606921.64241247,2.38224515
1693727092.903801,07:44:52.903801,297,419891.61882446,606906.24484663,2.37824623
1693727107.091801,07:45:07.091801,298,419891.82195532,606872.51988630,2.37438617
1693727114.436801,07:45:14.436801,299,419891.64109878,606854.98470269,2.38315665
1693727127.625801,07:45:27.625801,300,419891.78573669,606823.70942460,2.37361454
1693727134.736801,07:45:34.736801,301,419891.88058950,606806.90913354,2.36918616
1693727142.279801,07:45:42.279801,302,419892.05987413,606789.05596124,2.36816677
1693727156.874801,07:45:56.874801,303,419892.45256637,606754.72037469,2.35610949
1693727163.494801,07:46:03.494801,304,419892.61486365,606739.08764039,2.36138088
1693727177.368801,07:46:17.368801,305,419892.43722148,606706.44339906,2.35352986
1693727184.752801,07:46:24.752801,306,419892.63428363,606689.00022088,2.35527991
1693727199.018801,07:46:39.018801,308,419892.65217881,606655.30567513,2.35763749
1693727206.221801,07:46:46.221801,308,419892.56297635,606638.35509454,2.35383972
1693727213.303801,07:46:53.303801,309,419892.46471961,606621.56867944,2.36085870
1693727226.818801,07:47:06.818801,310,419892.62905741,606589.70677148,2.35647615
1693727234.366801,07:47:14.366801,311,419892.68633747,606571.91933022,2.35676813
1693727248.048801,07:47:28.048801,313,419892.69655465,606539.55883752,2.36217741
1693727255.473801,07:47:35.473801,313,419892.34226649,606522.05112611,2.35985511
1693727262.734801,07:47:42.734801,314,419892.20792831,606504.92874299,2.35722923
1693727276.480801,07:47:56.480801,315,419892.16036683,606472.30119477,2.36594581
1693727283.399801,07:48:03.399801,316,419891.88433942,606455.78325807,2.37514658
1693727297.714801,07:48:17.714801,317,419891.21279617,606421.71812592,2.37994947
1693727304.794801,07:48:24.794801,318,419890.99106140,606404.96449433,2.37063480
1693727318.548801,07:48:38.548801,320,419891.25889701,606372.14822220,2.38580876
1693727325.915801,07:48:45.915801,320,419891.30528380,606354.77843498,2.37152553
1693727332.431801,07:48:52.431801,321,419891.04653941,606339.26364445,2.37723976
1693727346.431801,07:49:06.431801,322,419891.18384394,606306.06833958,2.37352685
1693727353.722801,07:49:13.722801,323,419891.07709820,606288.82737278,2.37080272
1693727367.812801,07:49:27.812801,324,419890.58916271,606255.74918675,2.35677795
1693727374.950801,07:49:34.950801,325,419890.45625221,606239.02202343,2.35172713
1693727389.219801,07:49:49.219801,327,419890.44556990,606205.50660442,2.35591072
1693727396.268801,07:49:56.268801,327,419890.12027052,606189.06062245,2.34563536
1693727403.825801,07:50:03.825801,328,419890.11588642,606171.46387409,2.33431201
1693727418.042801,07:50:18.042801,330,419890.46410653,606137.99941944,2.35371334
1693727424.853801,07:50:24.853801,330,419890.02859965,606122.01785015,2.35108253
1693727432.171801,07:50:32.171801,331,419890.01782431,606104.94325375,2.34106484
1693727445.897801,07:50:45.897801,332,419890.45492219,606072.65349697,2.35058333
1693727452.879801,07:50:52.879801,333,419890.33201180,606056.22776150,2.34906285
1693727466.941801,07:51:06.941801,334,419890.24024819,606023.02921414,2.35732324
1693727474.580801,07:51:14.580801,335,419890.18740243,606004.93773007,2.36239061
1693727488.672801,07:51:28.672801,337,419890.69776708,605971.53059887,2.36168624
1693727495.501801,07:51:35.501801,337,419890.51289559,605955.35042309,2.36365378
1693727502.735801,07:51:42.735801,338,419890.32192271,605938.17317127,2.36709702
1693727515.999801,07:51:55.999801,339,419890.51603404,605906.80977651,2.35904976
1693727523.436801,07:52:03.436801,340,419890.33035968,605889.24391004,2.36182574
1693727538.005801,07:52:18.005801,342,419890.55846188,605854.75411054,2.36822506
1693727544.819801,07:52:24.819801,342,419890.81121025,605838.61754247,2.37085204
1693727552.033801,07:52:32.033801,343,419890.85816690,605821.62292691,2.36370080
1693727566.084801,07:52:46.084801,344,419891.38007912,605788.47916623,2.36045052
1693727572.608801,07:52:52.608801,345,419891.42803178,605773.06544515,2.36204501
1693727586.737801,07:53:06.737801,346,419891.56799571,605739.66784307,2.36012710
1693727594.228801,07:53:14.228801,347,419891.67839505,605721.95095082,2.36392324
1693727608.162801,07:53:28.162801,349,419892.21442033,605689.19740316,2.35418845
1693727615.324801,07:53:35.324801,349,419892.34457848,605672.38846799,2.35376820
1693727622.785801,07:53:42.785801,350,419892.18611513,605654.98023435,2.34257061
1693727637.039801,07:53:57.039801,351,419892.67086350,605621.55349179,2.34174867
1693727644.186801,07:54:04.186801,352,419892.50544274,605604.70063230,2.35117518
1693727658.196801,07:54:18.196801,354,419892.15731910,605571.76224729,2.34785219
1693727664.775801,07:54:24.775801,354,419892.08771261,605556.23537084,2.35641673
